10.1002-adfm.201604307
10.1002-adma.201701968
10.1002-adma.201701972
10.1002-adma.201702707
10.1002-adma.201805574
10.1002-adma.201807789
10.1002-adma.202000315
10.1002-adma.202001741
10.1002-adma.202002168
10.1002-adsu.201700078
10.1002-advs.201900151
10.1002-aenm.201401156
10.1002-aenm.201500858
10.1002-aenm.201601481
10.1002-aenm.201602014
10.1002-aenm.201900694
10.1002-aenm.202002440
10.1002-anie.200500946
10.1002-anie.201807034
10.1002-anie.201912203
10.1002-app.51180
10.1002-batt.201900017
10.1002-cctc.201500228
10.1002-celc.201402210
10.1002-celc.201600343
10.1002-celc.201600828
10.1002-celc.201700048
10.1002-celc.201700816
10.1002-celc.201700882
10.1002-celc.201701004
10.1002-celc.201900658
10.1002-celc.201901896
10.1002-celc.202001035
10.1002-chem.200800286
10.1002-chem.201600757
10.1002-chem.202001282
10.1002-cjoc.200990245
10.1002-cphc.201500599
10.1002-cssc.201200101
10.1002-cssc.201601104
10.1002-cssc.201902784
10.1002-cssc.201903529
10.1002-cssc.202100077
10.1002-ejoc.201801877
10.1002-ente.201500305
10.1002-ente.201600056
10.1002-ente.201600211
10.1002-ente.201700855
10.1002-ente.201700929
10.1002-ente.201801001
10.1002-er.1927
10.1002-er.3625
10.1002-er.4083
10.1002-er.4564
10.1002-er.4575
10.1002-er.4938
10.1002-er.5179
10.1002-er.5644
10.1002-er.5906
10.1002-er.6546
10.1002-er.6596
10.1002-er.7189
10.1002-jccs.201200266
10.1002-jccs.201400065
10.1002-jccs.201700445
10.1002-open.201600155
10.1002-pc.24674
10.1002-pssa.201330537
10.1002-slct.201802529
10.1002-slct.202001529
10.1002-smll.201702669
10.1002-smll.201905842
10.1007-BF02382818
10.1007-s00339-014-8776-6
10.1007-s00706-019-2360-x
10.1007-s10008-006-0173-4
10.1007-s10008-008-0509-3
10.1007-s10008-010-1114-9
10.1007-s10008-011-1383-y
10.1007-s10008-011-1462-0
10.1007-s10008-011-1514-5
10.1007-s10008-011-1593-3
10.1007-s10008-012-1659-x
10.1007-s10008-012-1776-6
10.1007-s10008-012-1930-1
10.1007-s10008-013-2006-6
10.1007-s10008-013-2196-y
10.1007-s10008-013-2203-3
10.1007-s10008-013-2241-x
10.1007-s10008-013-2301-2
10.1007-s10008-013-2315-9
10.1007-s10008-013-2351-5
10.1007-s10008-013-2358-y
10.1007-s10008-014-2475-2
10.1007-s10008-014-2507-y
10.1007-s10008-014-2707-5
10.1007-s10008-014-2734-2
10.1007-s10008-015-2958-9
10.1007-s10008-016-3164-0
10.1007-s10008-016-3248-x
10.1007-s10008-017-3824-8
10.1007-s10008-018-3886-2
10.1007-s10008-018-3905-3
10.1007-s10008-018-3934-y
10.1007-s10008-018-4053-5
10.1007-s10008-019-04265-x
10.1007-s10008-020-04783-z
10.1007-s10562-018-2589-8
10.1007-s10570-014-0274-7
10.1007-s10800-012-0398-0
10.1007-s10800-012-0434-0
10.1007-s10800-012-0505-2
10.1007-s10800-014-0675-1
10.1007-s10800-014-0717-8
10.1007-s10800-017-1135-5
10.1007-s10800-018-1227-x
10.1007-s10800-021-01582-w
10.1007-s10853-016-0579-z
10.1007-s10853-017-1738-6
10.1007-s10854-015-4194-6
10.1007-s10854-016-4933-3
10.1007-s10854-016-5270-2
10.1007-s10854-016-6238-y
10.1007-s10854-017-8019-7
10.1007-s10854-018-0210-y
10.1007-s10854-018-9429-x
10.1007-s10854-018-9722-8
10.1007-s10854-019-01135-0
10.1007-s10854-019-02561-w
10.1007-s10854-020-04052-9
10.1007-s10854-020-04820-7
10.1007-s10904-021-02039-5
10.1007-s10953-015-0315-3
10.1007-s10971-013-3148-9
10.1007-s10971-015-3672-x
10.1007-s11051-012-1206-9
10.1007-s11051-015-3154-7
10.1007-s11164-020-04128-5
10.1007-s11172-020-2905-5
10.1007-s11426-011-4296-9
10.1007-s11581-006-0056-9
10.1007-s11581-007-0073-3
10.1007-s11581-007-0139-2
10.1007-s11581-007-0166-z
10.1007-s11581-009-0374-9
10.1007-s11581-009-0399-0
10.1007-s11581-011-0521-y
10.1007-s11581-014-1227-8
10.1007-s11581-014-1308-8
10.1007-s11581-015-1414-2
10.1007-s11581-015-1467-2
10.1007-s11581-015-1536-6
10.1007-s11581-016-1786-y
10.1007-s11581-016-1966-9
10.1007-s11581-017-2000-6
10.1007-s11581-017-2040-y
10.1007-s11581-017-2225-4
10.1007-s11581-017-2226-3
10.1007-s11581-017-2423-0
10.1007-s11581-018-2458-x
10.1007-s11581-018-2470-1
10.1007-s11581-018-2499-1
10.1007-s11581-018-2547-x
10.1007-s11581-018-2612-5
10.1007-s11581-018-2754-5
10.1007-s11581-019-02988-5
10.1007-s11581-019-03099-x
10.1007-s11581-019-03274-0
10.1007-s11581-019-03341-6
10.1007-s11581-020-03621-6
10.1007-s11581-020-03631-4
10.1007-s11581-020-03652-z
10.1007-s11581-020-03692-5
10.1007-s11581-020-03796-y
10.1007-s11581-020-03808-x
10.1007-s11581-020-03845-6
10.1007-s11581-021-03950-0
10.1007-s11581-021-04102-0
10.1007-s11664-013-2588-x
10.1007-s11664-014-3117-2
10.1007-s11664-020-08445-8
10.1007-s11664-021-09037-w
10.1007-s11665-020-04825-7
10.1007-s11706-020-0523-7
10.1007-s11814-020-0537-y
10.1007-s12039-020-1755-x
10.1007-s12598-013-0126-x
10.1007-s12678-019-00540-7
10.1007-s13369-014-1180-x
10.1007-s13369-014-1192-6
10.1007-s13391-013-3030-5
10.1007-s13391-014-4153-z
10.1007-s40195-014-0181-9
10.1007-s40242-015-4367-0
10.1007-s40242-015-4421-y
10.1007-s40831-021-00393-9
10.1007-s42452-020-03607-z
10.1016-j.apenergy.2018.08.047
10.1016-j.apenergy.2018.10.033
10.1016-j.apenergy.2019.02.051
10.1016-j.apenergy.2020.115235
10.1016-j.apmt.2021.101139
10.1016-j.apsadv.2021.100090
10.1016-j.apsusc.2013.11.094
10.1016-j.apsusc.2015.11.156
10.1016-j.apsusc.2016.12.220
10.1016-j.apsusc.2017.12.060
10.1016-j.apsusc.2018.12.189
10.1016-j.apsusc.2019.03.132
10.1016-j.apsusc.2019.04.123
10.1016-j.apsusc.2020.146628
10.1016-j.apt.2019.11.015
10.1016-j.cap.2019.09.014
10.1016-j.carbon.2010.10.022
10.1016-j.carbon.2011.04.045
10.1016-j.carbon.2013.04.038
10.1016-j.carbon.2015.01.026
10.1016-j.carbon.2017.11.013
10.1016-j.carbon.2017.11.054
10.1016-j.carbpol.2014.03.052
10.1016-j.cej.2013.08.119
10.1016-j.cej.2017.09.070
10.1016-j.cej.2018.09.069
10.1016-j.cej.2019.122681
10.1016-j.cej.2019.122701
10.1016-j.cej.2019.122935
10.1016-j.cej.2020.125627
10.1016-j.cej.2020.125955
10.1016-j.cej.2020.126325
10.1016-j.cej.2020.126823
10.1016-j.ceramint.2013.07.024
10.1016-j.ceramint.2013.12.032
10.1016-j.ceramint.2014.06.078
10.1016-j.ceramint.2015.08.104
10.1016-j.ceramint.2016.07.193
10.1016-j.ceramint.2017.03.013
10.1016-j.ceramint.2017.06.101
10.1016-j.ceramint.2017.09.180
10.1016-j.ceramint.2018.01.114
10.1016-j.ceramint.2018.05.148
10.1016-j.ceramint.2018.07.087
10.1016-j.ceramint.2018.11.019
10.1016-j.ceramint.2018.12.222
10.1016-j.ceramint.2019.06.002
10.1016-j.ceramint.2019.06.196
10.1016-j.ceramint.2019.12.176
10.1016-j.ceramint.2020.07.238
10.1016-j.ceramint.2020.08.125
10.1016-j.ceramint.2020.09.225
10.1016-j.commatsci.2017.11.022
10.1016-j.diamond.2021.108413
10.1016-j.elecom.2010.09.013
10.1016-j.elecom.2011.06.022
10.1016-j.elecom.2015.07.013
10.1016-j.electacta.2005.04.061
10.1016-j.electacta.2006.02.051
10.1016-j.electacta.2006.10.010
10.1016-j.electacta.2006.12.078
10.1016-j.electacta.2007.01.019
10.1016-j.electacta.2007.04.027
10.1016-j.electacta.2007.06.077
10.1016-j.electacta.2007.09.051
10.1016-j.electacta.2008.02.087
10.1016-j.electacta.2008.04.040
10.1016-j.electacta.2008.10.043
10.1016-j.electacta.2009.03.063
10.1016-j.electacta.2009.06.091
10.1016-j.electacta.2010.02.080
10.1016-j.electacta.2010.07.033
10.1016-j.electacta.2010.09.003
10.1016-j.electacta.2011.02.079
10.1016-j.electacta.2011.02.083
10.1016-j.electacta.2011.03.122
10.1016-j.electacta.2011.06.098
10.1016-j.electacta.2011.11.009
10.1016-j.electacta.2011.12.077
10.1016-j.electacta.2012.02.003
10.1016-j.electacta.2012.04.082
10.1016-j.electacta.2012.06.065
10.1016-j.electacta.2012.07.004
10.1016-j.electacta.2012.07.086
10.1016-j.electacta.2012.08.034
10.1016-j.electacta.2012.08.062
10.1016-j.electacta.2012.08.119
10.1016-j.electacta.2012.08.128
10.1016-j.electacta.2012.09.014
10.1016-j.electacta.2012.10.021
10.1016-j.electacta.2013.01.106
10.1016-j.electacta.2013.03.083
10.1016-j.electacta.2013.03.153
10.1016-j.electacta.2013.05.044
10.1016-j.electacta.2013.06.104
10.1016-j.electacta.2013.07.026
10.1016-j.electacta.2013.07.031
10.1016-j.electacta.2013.08.125
10.1016-j.electacta.2013.08.156
10.1016-j.electacta.2013.09.081
10.1016-j.electacta.2013.10.087
10.1016-j.electacta.2013.10.189
10.1016-j.electacta.2013.11.023
10.1016-j.electacta.2013.11.090
10.1016-j.electacta.2013.12.038
10.1016-j.electacta.2013.12.121
10.1016-j.electacta.2013.12.148
10.1016-j.electacta.2014.01.008
10.1016-j.electacta.2014.02.116
10.1016-j.electacta.2014.04.127
10.1016-j.electacta.2014.06.006
10.1016-j.electacta.2014.06.099
10.1016-j.electacta.2014.06.142
10.1016-j.electacta.2014.09.045
10.1016-j.electacta.2014.09.063
10.1016-j.electacta.2014.09.131
10.1016-j.electacta.2014.10.133
10.1016-j.electacta.2014.11.060
10.1016-j.electacta.2014.12.101
10.1016-j.electacta.2014.12.153
10.1016-j.electacta.2015.01.188
10.1016-j.electacta.2015.03.040
10.1016-j.electacta.2015.06.097
10.1016-j.electacta.2015.09.052
10.1016-j.electacta.2015.09.105
10.1016-j.electacta.2015.10.008
10.1016-j.electacta.2015.10.023
10.1016-j.electacta.2015.12.175
10.1016-j.electacta.2016.01.007
10.1016-j.electacta.2016.01.196
10.1016-j.electacta.2016.08.014
10.1016-j.electacta.2016.08.030
10.1016-j.electacta.2016.09.071
10.1016-j.electacta.2016.09.131
10.1016-j.electacta.2016.10.018
10.1016-j.electacta.2016.10.036
10.1016-j.electacta.2016.10.062
10.1016-j.electacta.2016.10.137
10.1016-j.electacta.2016.12.180
10.1016-j.electacta.2016.12.195
10.1016-j.electacta.2017.01.102
10.1016-j.electacta.2017.03.039
10.1016-j.electacta.2017.04.107
10.1016-j.electacta.2017.07.018
10.1016-j.electacta.2018.01.037
10.1016-j.electacta.2018.06.076
10.1016-j.electacta.2018.11.172
10.1016-j.electacta.2018.12.094
10.1016-j.electacta.2019.01.140
10.1016-j.electacta.2019.03.008
10.1016-j.electacta.2019.03.166
10.1016-j.electacta.2019.05.027
10.1016-j.electacta.2019.05.064
10.1016-j.electacta.2019.134647
10.1016-j.electacta.2019.134692
10.1016-j.electacta.2019.134817
10.1016-j.electacta.2019.135008
10.1016-j.electacta.2019.135054
10.1016-j.electacta.2019.135320
10.1016-j.electacta.2020.135642
10.1016-j.electacta.2020.135646
10.1016-j.electacta.2020.136189
10.1016-j.electacta.2020.136486
10.1016-j.electacta.2020.136543
10.1016-j.electacta.2020.137569
10.1016-j.electacta.2021.137724
10.1016-j.electacta.2021.138451
10.1016-j.electacta.2021.138620
10.1016-j.electacta.2021.138847
10.1016-j.energy.2016.04.075
10.1016-j.energy.2018.03.024
10.1016-j.ensm.2018.01.009
10.1016-j.ensm.2018.05.006
10.1016-j.ensm.2018.07.018
10.1016-j.ensm.2018.07.022
10.1016-j.ensm.2019.05.015
10.1016-j.ensm.2019.07.005
10.1016-j.ensm.2019.11.021
10.1016-j.ensm.2020.02.027
10.1016-j.ensm.2020.11.011
10.1016-j.ensm.2020.12.022
10.1016-j.est.2018.05.009
10.1016-j.est.2018.12.008
10.1016-j.est.2019.100908
10.1016-j.est.2019.100947
10.1016-j.est.2019.100967
10.1016-j.est.2019.101108
10.1016-j.est.2019.101142
10.1016-j.est.2019.101158
10.1016-j.est.2020.101325
10.1016-j.est.2020.101925
10.1016-j.est.2021.102529
10.1016-j.ijhydene.2010.06.096
10.1016-j.ijhydene.2013.12.070
10.1016-j.ijhydene.2014.01.099
10.1016-j.ijhydene.2016.03.097
10.1016-j.ijhydene.2016.05.197
10.1016-j.ijhydene.2016.08.004
10.1016-j.ijhydene.2017.05.049
10.1016-j.ijhydene.2017.05.111
10.1016-j.ijhydene.2020.04.292
10.1016-j.ijhydene.2021.07.014
10.1016-j.inoche.2020.107953
10.1016-j.isci.2019.100797
10.1016-j.jallcom.2006.08.247
10.1016-j.jallcom.2008.08.011
10.1016-j.jallcom.2008.10.077
10.1016-j.jallcom.2009.01.013
10.1016-j.jallcom.2009.03.033
10.1016-j.jallcom.2009.08.144
10.1016-j.jallcom.2010.04.181
10.1016-j.jallcom.2010.12.025
10.1016-j.jallcom.2013.01.186
10.1016-j.jallcom.2013.03.136
10.1016-j.jallcom.2013.03.139
10.1016-j.jallcom.2013.03.276
10.1016-j.jallcom.2013.03.291
10.1016-j.jallcom.2013.09.098
10.1016-j.jallcom.2014.03.089
10.1016-j.jallcom.2014.04.161
10.1016-j.jallcom.2014.05.034
10.1016-j.jallcom.2014.05.103
10.1016-j.jallcom.2014.09.098
10.1016-j.jallcom.2014.09.099
10.1016-j.jallcom.2015.01.182
10.1016-j.jallcom.2015.07.264
10.1016-j.jallcom.2015.12.180
10.1016-j.jallcom.2016.02.221
10.1016-j.jallcom.2016.02.264
10.1016-j.jallcom.2016.03.003
10.1016-j.jallcom.2016.11.237
10.1016-j.jallcom.2017.05.328
10.1016-j.jallcom.2017.07.254
10.1016-j.jallcom.2017.09.020
10.1016-j.jallcom.2017.09.106
10.1016-j.jallcom.2018.01.026
10.1016-j.jallcom.2018.07.157
10.1016-j.jallcom.2018.10.273
10.1016-j.jallcom.2019.01.253
10.1016-j.jallcom.2019.06.051
10.1016-j.jallcom.2021.158972
10.1016-j.jallcom.2021.160174
10.1016-j.jcis.2016.05.056
10.1016-j.jcis.2016.07.059
10.1016-j.jcis.2019.10.002
10.1016-j.jclepro.2018.06.214
10.1016-j.jechem.2016.04.002
10.1016-j.jechem.2016.04.002
10.1016-j.jechem.2019.08.011
10.1016-j.jechem.2020.03.032
10.1016-j.jechem.2020.12.033
10.1016-j.jechem.2021.01.004
10.1016-j.jelechem.2015.08.012
10.1016-j.jelechem.2016.07.017
10.1016-j.jelechem.2016.09.025
10.1016-j.jelechem.2016.10.038
10.1016-j.jelechem.2017.01.019
10.1016-j.jelechem.2017.05.007
10.1016-j.jelechem.2017.08.052
10.1016-j.jelechem.2018.05.015
10.1016-j.jelechem.2018.06.010
