10.1002-9783527639496.ch8
10.1002-9783527646661.ch3
10.1002-9783527690312.ch6
10.1002-9783527818556.ch5
10.1002-adfm.201202682
10.1002-adfm.201203418
10.1002-adfm.201301747
10.1002-adfm.201501709
10.1002-adfm.201503662
10.1002-adfm.201504849
10.1002-adfm.201603933
10.1002-adfm.201803695
10.1002-adfm.201804306
10.1002-adfm.201909546
10.1002-adfm.202002019
10.1002-adfm.202007351
10.1002-adfm.202100880
10.1002-adfm.202102184
10.1002-adfm.202106438
10.1002-adma.201400447
10.1002-adma.201402041
10.1002-adma.201505644
10.1002-adma.201602960
10.1002-adma.201604167
10.1002-adma.201606499
10.1002-adma.201704754
10.1002-adma.201705477
10.1002-adma.201706640
10.1002-adma.201800658
10.1002-adma.201806128
10.1002-adma.201907289
10.1002-adma.202104039
10.1002-admi.201500761
10.1002-admt.201600167
10.1002-admt.202100501
10.1002-advs.201500067
10.1002-advs.201500319
10.1002-advs.201700003
10.1002-advs.201802067
10.1002-aelm.201900844
10.1002-aenm.201301788
10.1002-aenm.201500772
10.1002-aenm.201501115
10.1002-aenm.201601873
10.1002-aenm.201602725
10.1002-aenm.201602880
10.1002-aenm.201700700
10.1002-aenm.201701681
10.1002-aenm.201702930
10.1002-aenm.201703043
10.1002-aenm.201802917
10.1002-aenm.201903136
10.1002-aenm.201903848
10.1002-anie.201407365
10.1002-anie.202105725
10.1002-anie.202106481
10.1002-app.43315
10.1002-app.46948
10.1002-app.50234
10.1002-asia.201402369
10.1002-asia.201801749
10.1002-bkcs.12263
10.1002-celc.201402359
10.1002-celc.201500005
10.1002-celc.201600588
10.1002-celc.201700923
10.1002-celc.201801207
10.1002-celc.201900291
10.1002-celc.201900601
10.1002-celc.201901549
10.1002-celc.201901680
10.1002-celc.202100641
10.1002-chem.201604878
10.1002-chem.201700017
10.1002-chem.201905689
10.1002-chem.202002311
10.1002-cnma.201600117
10.1002-cphc.201402625
10.1002-cssc.201402520
10.1002-cssc.201403477
10.1002-cssc.201600024
10.1002-cssc.201601310
10.1002-cssc.201701215
10.1002-cssc.201901015
10.1002-cssc.201901412
10.1002-cssc.201902339
10.1002-eem2.12094
10.1002-elan.201500012
10.1002-elan.202100177
10.1002-ente.201300193
10.1002-ente.201600726
10.1002-ente.201700568
10.1002-ente.201800157
10.1002-ente.201901319
10.1002-er.4561
10.1002-er.6243
10.1002-er.6434
10.1002-ese3.50
10.1002-fuce.201000029
10.1002-fuce.201000032
10.1002-jctb.6166
10.1002-pat.4624
10.1002-ppsc.201400066
10.1002-ppsc.201900344
10.1002-pssb.201451742
10.1002-slct.201600481
10.1002-slct.201601348
10.1002-slct.201601421
10.1002-slct.201901366
10.1002-slct.202001305
10.1002-slct.202001879
10.1002-slct.202101216
10.1002-smll.201201336
10.1002-smll.201402222
10.1002-smll.201701744
10.1002-smll.201704410
10.1002-smll.201704508
10.1002-smll.201803716
10.1002-smll.201900721
10.1002-smll.201900862
10.1002-smll.201902649
10.1002-smll.201906131
10.1002-smll.202002806
10.1002-smtd.201800318
10.1002-smtd.201800341
10.1002-tcr.201800112
10.1007-978-3-030-43009-2_1
10.1007-978-3-030-43009-2_13
10.1007-978-3-030-43009-2_9
10.1007-s00289-018-2492-x
10.1007-s10008-010-1072-2
10.1007-s10008-012-1691-x
10.1007-s10008-012-1979-x
10.1007-s10008-016-3487-x
10.1007-s10008-017-3557-8
10.1007-s10008-017-3770-5
10.1007-s10008-018-3976-1
10.1007-s10008-020-04616-z
10.1007-s10800-017-1098-6
10.1007-s10800-018-1158-6
10.1007-s10853-015-9199-2
10.1007-s10853-017-1119-1
10.1007-s10853-020-05056-w
10.1007-s10853-021-06254-w
10.1007-s10854-015-2698-8
10.1007-s10854-017-7958-3
10.1007-s10854-019-02198-9
10.1007-s10854-019-02313-w
10.1007-s10854-020-03267-0
10.1007-s10904-020-01593-8
10.1007-s10904-021-01899-1
10.1007-s11431-015-5915-z
10.1007-s11431-021-1835-8
10.1007-s11581-012-0726-8
10.1007-s11581-015-1444-9
10.1007-s11581-016-1811-1
10.1007-s11581-017-2183-x
10.1007-s11581-018-2459-9
10.1007-s11581-018-2602-7
10.1007-s11581-018-2809-7
10.1007-s11581-019-02995-6
10.1007-s11581-019-03249-1
10.1007-s11581-019-03400-y
10.1007-s11581-020-03874-1
10.1007-s11581-021-03938-w
10.1007-s11581-021-04208-5
10.1007-s11581-021-04208-5
10.1007-s11664-020-08550-8
10.1007-s11665-020-05261-3
10.1007-s11706-013-0220-x
10.1007-s11814-019-0364-1
10.1007-s12034-020-02249-6
10.1007-s12274-014-0612-y
10.1007-s12274-016-1047-4
10.1007-s12274-021-3462-4
10.1007-s40242-014-4109-8
10.1007-s40820-020-00567-2
10.1016-B978-0-12-809597-3.00247-9
10.1016-B978-0-12-814134-2.00019-X
10.1016-j.apcatb.2020.119635
10.1016-j.apmt.2017.11.011
10.1016-j.apsusc.2016.02.199
10.1016-j.apsusc.2017.03.282
10.1016-j.apsusc.2017.06.259
10.1016-j.apsusc.2017.08.127
10.1016-j.apsusc.2017.12.021
10.1016-j.apsusc.2018.01.025
10.1016-j.apsusc.2018.02.277
10.1016-j.apsusc.2018.05.088
10.1016-j.apsusc.2018.06.243
10.1016-j.apsusc.2018.10.209
10.1016-j.apsusc.2019.03.259
10.1016-j.apsusc.2019.143700
10.1016-j.apsusc.2020.146259
10.1016-j.apsusc.2020.146640
10.1016-j.apsusc.2020.148037
10.1016-j.apsusc.2020.148448
10.1016-j.apsusc.2020.148913
10.1016-j.apsusc.2021.149789
10.1016-j.apsusc.2021.150199
10.1016-j.cap.2016.11.028
10.1016-j.carbon.2015.08.052
10.1016-j.carbon.2017.01.005
10.1016-j.carbon.2017.02.050
10.1016-j.carbon.2019.10.048
10.1016-j.carbon.2020.11.010
10.1016-j.carbon.2020.11.097
10.1016-j.carbon.2021.01.155
10.1016-j.carbon.2021.08.060
10.1016-j.carbpol.2019.115455
10.1016-j.cclet.2018.09.013
10.1016-j.cclet.2019.04.006
10.1016-j.cclet.2020.02.050
10.1016-j.cej.2016.01.069
10.1016-j.cej.2017.06.171
10.1016-j.cej.2017.07.066
10.1016-j.cej.2018.08.141
10.1016-j.cej.2019.122305
10.1016-j.cej.2019.123153
10.1016-j.cej.2019.123598
10.1016-j.cej.2019.123972
10.1016-j.cej.2020.126352
10.1016-j.cej.2021.128491
10.1016-j.cej.2021.128638
10.1016-j.cej.2021.129515
10.1016-j.cej.2021.130304
10.1016-j.cej.2021.130606
10.1016-j.cej.2021.131431
10.1016-j.cej.2021.131868
10.1016-j.ceramint.2013.08.065
10.1016-j.ceramint.2014.12.064
10.1016-j.ceramint.2017.08.006
10.1016-j.ceramint.2017.11.017
10.1016-j.ceramint.2018.03.138
10.1016-j.ceramint.2018.10.100
10.1016-j.ceramint.2019.02.092
10.1016-j.ceramint.2019.09.042
10.1016-j.ceramint.2020.04.066
10.1016-j.ceramint.2020.06.016
10.1016-j.ceramint.2021.05.181
10.1016-j.ces.2016.05.034
10.1016-j.ces.2019.04.039
10.1016-j.chempr.2017.01.004
10.1016-j.colsurfa.2017.12.069
10.1016-j.colsurfa.2021.126232
10.1016-j.cplett.2021.138666
10.1016-j.diamond.2017.03.016
10.1016-j.diamond.2019.04.023
10.1016-j.elecom.2010.11.007
10.1016-j.elecom.2015.09.004
10.1016-j.elecom.2016.05.017
10.1016-j.electacta.2003.08.013
10.1016-j.electacta.2004.02.056
10.1016-j.electacta.2005.03.006
10.1016-j.electacta.2008.08.041
10.1016-j.electacta.2008.08.072
10.1016-j.electacta.2008.12.042
10.1016-j.electacta.2010.04.047
10.1016-j.electacta.2011.05.008
10.1016-j.electacta.2012.01.104
10.1016-j.electacta.2012.12.052
10.1016-j.electacta.2013.01.125
10.1016-j.electacta.2013.02.056
10.1016-j.electacta.2013.08.095
10.1016-j.electacta.2013.10.173
10.1016-j.electacta.2013.12.040
10.1016-j.electacta.2014.07.077
10.1016-j.electacta.2014.09.102
10.1016-j.electacta.2014.11.132
10.1016-j.electacta.2014.11.187
10.1016-j.electacta.2015.03.107
10.1016-j.electacta.2015.07.044
10.1016-j.electacta.2015.08.099
10.1016-j.electacta.2015.10.028
10.1016-j.electacta.2015.11.067
10.1016-j.electacta.2015.12.076
10.1016-j.electacta.2016.01.174
10.1016-j.electacta.2016.02.157
10.1016-j.electacta.2016.03.190
10.1016-j.electacta.2016.03.204
10.1016-j.electacta.2016.04.036
10.1016-j.electacta.2016.04.058
10.1016-j.electacta.2016.04.187
10.1016-j.electacta.2016.05.105
10.1016-j.electacta.2016.06.038
10.1016-j.electacta.2016.07.027
10.1016-j.electacta.2016.10.181
10.1016-j.electacta.2016.10.182
10.1016-j.electacta.2016.12.057
10.1016-j.electacta.2017.07.010
10.1016-j.electacta.2017.07.043
10.1016-j.electacta.2017.07.077
10.1016-j.electacta.2017.12.031
10.1016-j.electacta.2018.03.116
10.1016-j.electacta.2018.04.009
10.1016-j.electacta.2018.04.022
10.1016-j.electacta.2018.04.149
10.1016-j.electacta.2018.04.219
10.1016-j.electacta.2018.07.061
10.1016-j.electacta.2018.07.177
10.1016-j.electacta.2018.10.193
10.1016-j.electacta.2018.11.116
10.1016-j.electacta.2018.12.123
10.1016-j.electacta.2018.12.129
10.1016-j.electacta.2019.01.185
10.1016-j.electacta.2019.02.009
10.1016-j.electacta.2019.03.174
10.1016-j.electacta.2019.04.108
10.1016-j.electacta.2019.04.179
10.1016-j.electacta.2019.05.073
10.1016-j.electacta.2019.06.007
10.1016-j.electacta.2019.06.163
10.1016-j.electacta.2019.134640
10.1016-j.electacta.2019.134645
10.1016-j.electacta.2019.134865
10.1016-j.electacta.2019.134879
10.1016-j.electacta.2019.134935
10.1016-j.electacta.2019.135279
10.1016-j.electacta.2019.135557
10.1016-j.electacta.2020.135827
10.1016-j.electacta.2020.136369
10.1016-j.electacta.2020.136669
10.1016-j.electacta.2020.136730
10.1016-j.electacta.2020.136736
10.1016-j.electacta.2020.136844
10.1016-j.electacta.2020.136898
10.1016-j.electacta.2020.136898
10.1016-j.electacta.2020.137628
10.1016-j.electacta.2021.138353
10.1016-j.electacta.2021.138713
10.1016-j.electacta.2021.138822
10.1016-j.electacta.2021.138959
10.1016-j.energy.2017.11.026
10.1016-j.ensm.2015.05.001
10.1016-j.ensm.2019.12.040
10.1016-j.ensm.2020.08.029
10.1016-j.est.2018.03.015
10.1016-j.est.2019.100949
10.1016-j.est.2019.101055
10.1016-j.est.2019.101114
10.1016-j.est.2020.102068
10.1016-j.est.2021.102291
10.1016-j.est.2021.102311
10.1016-j.est.2021.102611
10.1016-j.est.2021.102757
10.1016-j.est.2021.103019
10.1016-j.flatc.2020.100212
10.1016-j.flatc.2020.100212
10.1016-j.ijhydene.2014.07.026
10.1016-j.ijhydene.2015.09.127
10.1016-j.ijhydene.2015.10.041
10.1016-j.ijhydene.2017.05.193
10.1016-j.jallcom.2015.01.089
10.1016-j.jallcom.2015.06.111
10.1016-j.jallcom.2016.03.179
10.1016-j.jallcom.2016.07.234
10.1016-j.jallcom.2017.01.136
10.1016-j.jallcom.2017.02.189
10.1016-j.jallcom.2017.05.094
10.1016-j.jallcom.2017.11.041
10.1016-j.jallcom.2018.04.031
10.1016-j.jallcom.2018.06.192
10.1016-j.jallcom.2018.08.011
10.1016-j.jallcom.2019.02.321
10.1016-j.jallcom.2019.03.237
10.1016-j.jallcom.2019.06.284
10.1016-j.jallcom.2019.152089
10.1016-j.jallcom.2019.152135
10.1016-j.jallcom.2019.153385
10.1016-j.jallcom.2020.154118
10.1016-j.jallcom.2020.154749
